Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
MABL000042;pend. cliente;18/01/2016;26/01/2016;0;02044/2015/DC/4600;;"26/01 - Concluída as pendências do cliente.
25/01 - Sr. Essandro informou que deve concluir a instalação da FO e migração dos clientes até amanhã, 26/01.  Enviado email para o cliente acertando estes pontos
18/01 - Executado testes com o cliente OK. Cliente informou que irá migrar os circuitos IP e a previsão de finalizar é 25/01

Quando da ativação e liberação deste circuito, será desativado o circuito IP"
MAP2000002;pend. implantação;07/04/2016;08/04/2016;0;0247/2016/DC/4600;16564;08/04/2016 - Encaminhada OS e VTA para a Engenharia.
MAP2000002;pend. implantação;22/06/2016;11/07/2016;0;0247/2016/DC/4600;16564;22/06/16 - Cliente informou chamado junto ao iX. enviado para GERA.
MAP2000002;pend. cliente;08/04/2016;12/05/2016;0;;;"03/05/2016 - Agendado fusões e jumpers no POP de Imperatriz para 09/05.
26/04/2016 - Aguardando PROA desde 08/04 (ponta Imperatriz).
19/04/2016 - Enviado ao pós venda solicitação de PROA (Ponta Imperatriz). Solicitado ID.
12/04/2016 - Enviado ao pós venda solicitação de PROA (Ponta Imperatriz). Solicitado ID.
08/04/2016 - Enviado ao pós venda solicitação de PROA (Ponta Imperatriz). Solicitado ID."
MAP2000002;pend. cliente;11/07/2016;19/07/2016;0;0247/2016/DC/4600;16564;11/07/2016 - Aguardando cliente integarir com o NIC.br para finalizar sua conexão ao PIX Telebras.
MAP2000002;pend. cliente;23/05/2016;22/06/2016;0;;;"22/06/16 - Cliente informou chamado junto ao iX. enviado para GERA.
21/06/2016 - Aguardando cliente integarir com o NIC.br para finalizar sua conexão ao PIX Telebras.
07/06/2016 - Aguardando cliente integarir com o NIC.br para finalizar sua conexão ao PIX Telebras.
31/05/2016 - Aguardando cliente integarir com o NIC.br para finalizar sua conexão ao PIX Telebras.
23/05/2016 - Aguardando cliente integarir com o NIC.br para finalizar sua conexão ao PIX Telebras."
MAP2000002;pend. implantação;12/05/2016;23/05/2016;0;;;11/05/2016 - Fusões e jumpers realizados na ponta de Imperatriz. Agendado jumper na ALOG para 17/05.
MAP2000002;em ativação;19/07/2016;24/07/2016;0;0247/2016/DC/4600;16564;"24/07/2016 - Cliente ativo
22/07/2016 - Cliente em período de quarentena, IX.Br validando o circuito
19/07/2016 - Em ativação, previsto para 25/07"
MAP2000002;ativado;24/07/2016;24/07/2016;1000;0247/2016/DC/4600;16564;24/07/2016 - Cliente ativo
PABL000003;bloqueado;17/11/2012;04/12/2012;0;;;
PABL000003;ativado;10/04/2013;10/04/2013;0;;;
PABL000003;cancelado;04/12/2012;10/04/2013;0;;;
PABL000003;desativado;10/04/2013;10/04/2013;0;MM 4600-63-2013;;Memorando de desativação recebido. Circuito desativado
PABL000003;ativado;25/09/2012;12/11/2012;100;;;
PABL000003;downgrade;12/11/2012;17/11/2012;50;;;
PABL000003;em ativação;00/00/0000;25/09/2012;0;;;
PABL000010;pend. cliente;24/10/2014;01/04/2015;0;;;"01/04/2015 - Cancelamento.
06/01/2015 - Aguardando fusões nas fibras por parte do cliente. 
24/10/2014 - Aguardando Projeto de Abordagem do Cliente."
PABL000010;cancelado;01/04/2015;01/04/2015;0;OS - 01627/2015/DC/4600;;01/04/2015 - Cliente Cancelado
PABL000010;pend. comercial;21/06/2013;20/02/2014;0;;;21/06/2013 - Aguardando nova viabilidade
PABL000010;pend. implantação;21/06/2013;21/06/2013;0;;5432;21/06 - Encaminhada OD e VTA para Engenharia.
PABL000010;pend. implantação;20/02/2014;23/10/2014;0;;;23/10 -Realizado jumper no POP Prodepa (PAMBA0PP002) em Marabá-PA
PABL000010;pend. cliente;23/10/2014;24/10/2014;0;;;Aguardando Projeto de Abordagem do Cliente
PABL000027;pend. implantação;02/02/2016;02/02/2016;0;0064/2016/DC/4600;14649;"02/02 - Solicitado PROA ao cliente
02/02 - Solicitado a liberação do AS.
02/02 - Encaminhada OS e VTA para a Engenharia."
PABL000027;pend. implantação;23/02/2016;03/03/2016;0;;;"03/03/2016 - Projeto elaborado, realizado handover para ativação.
23/02/2016 - Em elaboração de projeto lógico pela GERT - cliente já realizou as fusões."
PABL000027;em ativação;03/03/2016;03/03/2016;0;;14649;"03/03/2016 - Agendada ativação com o cliente para 07/03 as 09h
03/03/2016 - Em configuração
03/03/2016 - Em ativação"
PABL000027;pend. cliente;29/03/2016;20/05/2016;0;;;"20/05/2016 - Concluída a rota de FO. Prosseguir com a ativação.
11/05/2016 - Pend. cliente - cliente está construindo outra rota de FO. Previsão para12/05.
03/05/2016 - Pend. cliente - cliente está construindo outra rota de FO. Previsão para hoje.
26/04/2016 - Pend. cliente - cliente está construindo outra rota de FO, previsto conclusão para 27/04.
19/04/2016 - Pend. cliente - cliente está construindo outra rota de FO, previsto conclusão para 15/04.
12/04/2016 - Pend. cliente - cliente está construindo outra rota de FO, previsto conclusão para 15/04.
05/04/2016 - Pend. cliente - cliente está construindo outra rota de FO, previsto conclusão para 15/04.
04/04/16 - Cliente informa que possivelmente a rede estará pronta na quarta feira dia 06/04 e o mesmo executara testes na quinta feira 07/04 e pede retorno no dia 08/04 para ativar o circuito se tudo estiver certo.
29/03/2016 - Pendência cliente. Cliente está construindo outra rota em fibra com previsão de conclusão 15/04/2016."
PABL000027;pend. cliente;02/02/2016;23/02/2016;0;0064/2016/DC/4600;;"16/02/2016 - Agendado abordagem do cliente para 19/02
02/02 - Aguardando PROA cliente"
PABL000027;agendado;20/05/2016;23/05/2016;0;0064/2016/DC/4600;14649;"23/05/2016 - Cliente ativado aguardando testes.
20/05/2016 - Concluída a rota de FO. Prosseguir com a ativação."
PABL000027;ativado;20/05/2016;23/05/2016;50;0064/2016/DC/4600;14649;"23/05/2016 - Testes concluídos e aceito o circuito.
20/05/2016 - Cliente ativado."
PABL000027;agendado;03/03/2016;29/03/2016;0;0064/2016/DC/4600;14649;"29/03/2016 - Pendência cliente. Cliente está construindo outra rota em fibra com previsão de conclusão 15/04/2016.
17/03/2016 - Cliente informa que a mudança da rota da fibra óptica ainda não foi concluída e pede retorno na quinta feira dia 24/03/2016 as 14:00hs.

07/03/2016 - Transferida a ativação para 16/03.
03/03/2016 - Agendada ativação com o cliente para 07/03 as 09h"
SEP2000001;pend. cliente;12/09/2016;00/00/0000;0;;;"20/09/2016 - Aguardando lançamento de fibra do cliente, previsto para até 23/9.
12/09/2016 - Aguardando lançamento de fibra do cliente e descongelamento da rede do Nic.br"
SEP2000001;pend. implantação;19/07/2016;12/09/2016;0;0177/2016/DC/4600;;"06/09/2016 - Aguardando lançamento de fibra do cliente e descongelamento da rede do Nic.br
23/08/2016 - Aguardando descongelamento da rede do Nic.br
16/08/2016 - Aguardando descongelamento da rede do Nic.br
02/08/2016 - Aguardando descongelamento da rede do Nic.br
19/07/2016 - Agendada vistoria para confirmar existência de caixa R2 no PoP."
SEP2000001;pend. implantação;14/03/2016;16/03/2016;0;0177/2016/DC/4600;15702;14/02/2016 - Encaminhada OS e VTA para a Engenharia.
SEP2000001;pend. cliente;26/04/2016;19/07/2016;0;;;"11/07/2016 - Aguardando projeto de abordagem.
21/06/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04.
07/06/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
31/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
24/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
11/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
03/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
26/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016."
SEP2000001;pend. comercial;16/03/2016;22/03/2016;0;;;16/03/2016 - Solicitado PROA cliente. Obs: A estação está sem documentação, solicitado levantamento das fibras para a GERT.
SEP2000001;pend. implantação;22/03/2016;26/04/2016;0;;;"19/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
12/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
05/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta A
29/03/2016 - Agendado jumper na ponta da ALOG Barueri para 31/03.
22/03/2016 - Em agendamento de jumpers na ALOG Barueri."
SEP2000002;pend. implantação;19/07/2016;00/00/0000;0;0178/2016/DC/4600;15699;"20/09/2016 - Aguardando construção de caixa R2 no PoP Jardim, previsto para 20/10.
12/09/2016 - Aguardando construção de caixa R2 no PoP Jardim, previsto para 20/10, e aguardando descongelamento da rede do Nic.br.
06/09/2016 - Aguardando construção de caixa R2 no PoP Jardim, previsto para 20/10, e aguardando descongelamento da rede do Nic.br.
30/08/2016 - Aguardando descongelamento da rede do Nic.br.
23/08/2016 - Aguardando descongelamento da rede do Nic.br.
16/08/2016 - Aguardando descongelamento da rede do Nic.br.
02/08/2016 - Aguardando descongelamento da rede do Nic.br
19/07/2016 - Agendada vistoria para confirmar existência de caixa R2 no PoP."
SEP2000002;pend. implantação;14/03/2016;16/03/2016;0;0178/2016/DC/4600;15699;14/03/2016 - Encaminhada OD e VTA para Engenharia.
SEP2000002;pend. cliente;26/04/2016;19/07/2016;0;;;"21/06/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04.
07/06/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
31/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
24/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
11/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
03/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
26/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016."
SEP2000002;pend. comercial;16/03/2016;22/03/2016;0;;;"
18/03/2016 - Não há caixa R2 com caixa de EO no POP. GERT irá providenciar a construção. Prazo 90 dias. Necessário rever prazo da OS.
16/03/2016 - Solicitado PROA cliente. Obs: A estação está sem documentação, solicitado levantamento das fibras para a GERT."
SEP2000002;pend. implantação;22/03/2016;26/04/2016;0;;;"19/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
12/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
05/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta A
29/03/2016 - Agendado jumper na ponta da ALOG Barueri para 31/03.
22/03/2016 - Em agendamento de jumpers na ALOG Barueri."
TOBL000027;pend. cliente;31/03/2015;26/05/2015;0;;;22/04 (14/04) (31/03) - Aguardando PROA cliente
TOBL000027;cancelado;26/05/2015;26/05/2015;0;001707/2015/DC/4740;7468;26/05 - Recebido OS de cancelamento.  Enviado à Engenharia
TOBL000027;pend. implantação;31/03/2015;31/03/2015;0;OS - 01621/2015/DC/4740;7468;"31/03 - Encaminhado planilha PROA para preenchimento do cliente.
31/03 - Encaminhada a OS e VTA para Engenharia"
SPBL000006;pend. cliente;20/03/2015;14/04/2015;0;;;"14/04 - Aguardando formalização do cancelamento
20/03 - Aguardando e-mail do gerente comercial de SP oficializando o cancelamento do cliente"
SPBL000006;pend. implantação;13/02/2015;20/03/2015;0;OS - 01543/2015/DC/4600;6478;"20/03 - Em reunião com gerente de comercial SP foi definido cancelar este atendimento via rádio
10/03 - Em instalação de equipamento digitel pela equipe de operações, previsto conclusão para 11/03
25/02 - Liberado AS junto aos peerings. Em elaboração projeto de transmissão rádio Telebras.
13/02 - Encaminhada OS e VTA para Engenharia. Solicitado a liberação de AS junto aos peerings.

"
SPBL000006;pend. comercial;14/04/2015;26/05/2015;0;;6478;"22/04 (14/04) - Aguardando comercial cancelar OS
O rádio não chegou a ser instalado.
"
SPBL000006;cancelado;26/05/2015;26/05/2015;0;01703/2015/DC/4600;6478;"26/05 - Recebido OS de cancelamento
Solicitado cancelamento dos filtros BGP"
TOBL000048;agendado;29/02/2016;01/03/2016;0;01918/2015/DC/4600;15374;29/02 - Agendada ampliação de banda do cliente para 01/03 as 09h
TOBL000048;upgrade;01/03/2016;01/03/2016;2000;01918/2015/DC/4600;15374;01/03/2016 - Ampliação de banda realizada - 1000 para 2000 Mbps
TOBL000048;pend. implantação;02/10/2015;05/10/2015;0;01918/2015/DC/4600;11729;02/10 - Encaminhada OS e VTA para Engenharia.
TOBL000048;pend. cliente;20/10/2015;17/11/2015;0;;;"03/11 - Aguardando cliente realizar fusões.
27/10 - Aguardando cliente realizar fusões.
20/10 - Aguardando cliente confirmar execução de fusões de FO."
TOBL000048;pend. cliente;03/02/2016;18/02/2016;0;;;"16/02/2016 - Agendado as fusões de FO na caixa de emenda óptica Telebras para o dia 18/02.
03/02 - Agendado para realizar as fusões de FO nas caixas de emenda óptica Telebras dia 18/02.
	
01/03/2016 - Ampliação de banda realizada - 1000 para 2000 Mbps

03/02 - OS encaminhada para engenharia. De acordo com o NOC necessário um port-channel de no mínimo duas interfaces de 1 GBPS para ampliar a banda do cliente.
03/02 - Ampliação de 1000 para 2000 Mbps."
TOBL000048;pend. cliente;05/10/2015;19/10/2015;0;;;"14/10 - Aguardando cliente realizar fusões de FO
08/10 - Liberado cliente realizar fusões de FO na caixa de emenda óptica. 
05/10 - Aguardando PROA cliente."
TOBL000048;pend. implantação;19/10/2015;20/10/2015;0;;;19/10 - Em elaboração de projeto do cliente.
TOBL000048;pend. implantação;18/02/2016;23/02/2016;0;;;"23/02/2016 - Projeto elaborado
18/02/2016 - Aguardando projeto lógico para realizar handover."
TOBL000048;pend. implantação;17/11/2015;26/11/2015;0;;;"26/11 - Handover para operação.
24/11 - Eletronorte aprovou cliente lançar tubulação para passagem de FO, atividade agendada para hj 24/11.
17/11 - Aguardando Eletronorte aprovar abertura de vala a ser executada pelo cliente, em frente ao portão de acesso da Eletronorte."
TOBL000048;trânsito;20/04/2016;28/04/2016;2000;0330/2016/DC/4600;16974;"20/04/2016 - Realizado pedido de liberação junto aos peerings. 
AS: 264936 
IPv4: 168.232.80/22 
IPv6: 2804:3034::/32 "
TOBL000048;em ativação;26/02/2016;29/02/2016;0;;15374;"29/02 - Agendada ampliação de banda do cliente para 01/03 as 09h
26/02/2016 - Em ativação"
TOBL000048;em ativação;26/11/2015;30/11/2015;0;01918/2015/DC/4600;11729;"30/11 - Cliente ativado
30/11 - Agendado ativação para 30/11 as 16h
26/11 - Em ativação."
TOBL000048;ativado;30/11/2015;30/11/2015;1000;01918/2015/DC/4600;11729;30/11 - Cliente ativado
TOBL000006;desativado;02/12/2015;02/12/2015;0;02027/2015/DC/4600;13085;01/05/2016 - Concluído o processo de desativação.
