Cliente;Regional;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Contrato;Aditivo;Estação Ponta A;Estação Ponta B;Valor;Previsão;Status;Último Evento;Observação
BALSAS NET LTDA - ME;Fortaleza;MABL000019;BALSAS NET;BL;200;200;0850/2014/DC/4600;21/01/2014;Contrato;15/04/2014;4730/002/2014;;MAPFN0PP001;MAPFN0PP001;R$ 16.000,00 ;00/00/0000;operação;upgrade;25/11 - Ampliação de banda de 120 para 200 Mbps
BANCO CENTRAL DO BRASIL;Governo;DFAC000027;BACEN;AC;300;300;01458/2014/DC/4600;05/01/2015;Contrato;12/04/2015;4400/010/2014;;DFBSA0PP004;DFBSA0TC036;R$ 31.493,58 ;00/00/0000;operação;mudança de configuração;"27/04/16 - Aplicado regras solicitadas e informado Pós-vendas e Vendas (Trajano)
12/04/2016 - Recebida OS da Comercial. Cliente solicita alterações de suas regras de ACL atualmente aplicadas."
BANCO CENTRAL DO BRASIL;Governo;DFAC000057;BACEN - TESTE;AC;10;10;0168/2016/DC/4600;08/03/2016;Contrato;07/04/2016;4400/010/2014;;desconhecido;desconhecido;R$ 0,00 ;18/03/2016;operação;ativado;07/04/2016 - Ativação finalizada com sucesso.
BELEZA NETWORK PROVEDOR DE INTERNET LTDA - ME;Brasília;TOBL000018;BELEZA NETWORK PALMAS;BL;100;0; 019/2011/DC/4600;06/05/2013;Contrato;;;;desconhecido;desconhecido;R$ 2.587,60 ;00/00/0000;cancelado;cancelado;OS - 01473/2014/DC/4600
BELEZA NETWORK PROVEDOR DE INTERNET LTDA - ME;Brasília;TOBL000029;BELEZA NETWORK TOCANTINÓPOLIS;BL;100;50;018/2011/DC/4600;17/02/2014;Contrato;28/03/2014;4730/018/2014;;TOTNS0TR001;MAPFN0PP001;R$ 5.000,00 ;00/00/0000;operação;upgrade;
BELEZA NETWORK PROVEDOR DE INTERNET LTDA - ME;Brasília;TOBL000034;BELEZA NETWORK - GUARAÍ;BL;100;100;01250/2014/DC/4600;12/08/2014;Contrato;11/11/2014;4730/034/2014;1;TOGUI0PP001;TOGUI0PP001;R$ 8.000,00 ;00/00/0000;operação;upgrade;01/03/2016 - Ampliação de banda de 30 para 100 Mbps
BELEZA NETWORK PROVEDOR DE INTERNET LTDA - ME;Brasília;TOBL000035;BELEZA NETWORK - GURUPI;BL;100;0;01251/2014/DC/4600;12/08/2014;Contrato;;;;desconhecido;desconhecido;R$ 1.500,00 ;00/00/0000;cancelado;cancelado;OS - 01475/2014/DC/4600
BERTONE MARTINS ALCANFOR;Brasília;TOBL000051;BERTONE;BL;100;100;0176/2016/DC/4600;10/03/2016;Contrato;11/04/2016;4730/009/2016;;TOPIT0PP001;TOPMJ0TR001;R$ 7.999,56 ;00/00/0000;operação;alteração para AS;26/07/2016 - Recebida OS retificada de Mudança de Rota Estática para BGP
BOMFIM & SOUSA LTDA;Fortaleza;PIBL000004;BOMFIM & SOUSA;BL;600;600;0018/2016/DC/4600;08/01/2016;Contrato;18/02/2016;4710/024/2015;;desconhecido;desconhecido;R$ 14.400,00 ;01/02/2016;operação;trânsito;"15/06/2016 - Pedido de Trânsito de AS

ASN: 264942
IPv4: 168.232.128/22
IPv6: 2804:304c::/32"
BORBA PROVEDOR LTDA;Fortaleza;MABL000022;BORBA PROVEDOR;BL;520;520;00886/2014/DC/4600;10/02/2014;Contrato;14/03/2014;4710/026/2014;;MAPFN0PP001;MAPFN0PP001;R$ 36.405,20 ;00/00/0000;operação;upgrade;"07/03/2016 - Ampliação executada.
03/03/2016 - Ampliação de banda de 500 para 520 Mbps."
BOSSNET PROVEDOR DE INTERNET LTDA;Belém;MABL000030;BOSSNET PROVEDOR DE INTERNET LTDA;BL;130;130;01781/2015/DC/4600;10/07/2015;Contrato;13/10/2015;4740/0039/2015;;desconhecido;MAITZ0PP001;R$ 12.350,00 ;07/08/2015;operação;downgrade;17/05/2016 - Redução da banda de 350 para 130 Mbps.
BRASIL DIGITAL SERVIÇOS DE INFORMÁTICA E COMÉRCIO LTDA - ME;Brasília;ROBL000002;BRASIL DIGITAL;BL;500;500;0533/2013/DC/4600/3500;09/08/2013;Contrato;19/10/2013;4730/012/2015;;ROPVO0PM001;ROPVO0PM001;R$ 29.806,00 ;00/00/0000;operação;upgrade;"13/06/2016 - Banda ampliada.
10/06/2016 - Ampliação da banda de 350 para 500 MBps"
BRASIL DIGITAL SERVIÇOS DE INFORMÁTICA E COMÉRCIO LTDA - ME;Brasília;ROP2000001;BRASIL DIGITAL - PORTO VELHO-BARUERI;P2;100;100;0252/2016/DC/4600;10/12/2015;Contrato;16/05/2016;4730/044/2015;;ROPVO0PP001;SPBRE0PM002;R$ 4.100,00 ;00/00/0000;operação;ativado;16/05/2016 - Cliente ativado.
BRASIL DIGITAL TELECOMUNICAÇÕES LTDA;Porto Alegre;DFL2000036;BRASIL DIGITAL - BRASÍLIA-CUIABÁ;L2;1000;1000;2022/2015/DC/4600;01/12/2015;Contrato;07/12/2015;4770/006/2015;;DFBSA0PP001;MTCBA0PP001;R$ 16.180,00 ;17/12/2015;operação;ativado;07/12 - Cliente ativado
BRASIL DIGITAL TELECOMUNICAÇÕES LTDA;Porto Alegre;DFL2000038;BRASIL DIGITAL - BRASILIA - MINEIROS;L2;200;200;0366/2016/DC/4600;06/05/2016;Contrato;03/06/2016;4770/020/2016;;DFBSA0PP001;GOMNI0PP001;R$ 5.162,00 ;20/06/2016;operação;ativado;03/06/2016 - Cliente ativado.
BRASIL NORTE TELECOMUNICAÇÕES LTDA - EPP;Belém;PABL000031;BRASIL NORTE;BL;200;200;0222/2016/DC/4600;29/03/2016;Contrato;17/05/2016;4740/006/2016;;PAMBA0PP002;desconhecido;R$ 15.600,00 ;03/05/2016;operação;alteração para AS;"03/08/2016 - Atualização do projeto e nova topologia do cliente.
03/08/2016 - Solicitado a Liberação do AS do cliente.
03/08/2016 - Mudança de rota estática para BGP."
BRISANET PREST. SERV. DE INTERNET ;;CEBL000002;BRISANET RUSSAS;BL;2000;1000;0318/2013/DC/4600;04/06/2013;Contrato;07/08/2013;;;CERUS0PP001;CERUS0PP001;R$ 0,00 ;00/00/0000;desativado;desativado;"08/05 - Retirado o jumper do DIO de rua
28/04 - Desativado circuito"
BRISANET PREST. SERV. DE INTERNET ;;CEBL000004;BRISANET FORTALEZA;BL;500;500;0783/2013/DC/4600;28/11/2013;Contrato;11/12/2013;;;CEFLA0PP001;CEFLA0PP001;R$ 0,00 ;00/00/0000;desativado;desativado;
BRSULNET TELECOM LTDA - EPP;Porto Alegre;RSBL000019;BRSULNET;BL;1000;1000;0391/2016/DC/4600;12/05/2016;Contrato;12/07/2016;4770/031/2016;;RSCSL0TR001;desconhecido;R$ 20.000,00 ;26/06/2016;operação;ativado;12/07/2016 - Cliente ativado.
BRT COMÉRCIO DE PRODUTOS DE INFORMÁTICA LTDA - ME;Brasília;TOBL000011;BRT NETWORK;BL;220;220;014/2011/DC/4600;29/01/2013;Contrato;27/03/2013;4500/064/2011;3;TOGUR0TR003;TOGUR0TR004;R$ 18.700,00 ;00/00/0000;operação;em ativação;"07/03/2016 - Cliente migrou de rádio Telebras para FO do cliente e ampliou a banda para 220 Mbps.
04/03/2016 - Em ativação"
BRT COMÉRCIO DE PRODUTOS DE INFORMÁTICA LTDA - ME;Brasília;TOBL000049;BRT NETWORK;BL;60;0;01926/2015/DC/4600;07/10/2015;Contrato;18/11/2015;;;TOGUR0TR003;desconhecido;R$ 7.200,00 ;09/11/2015;desativado;desativado;"17/05/2016 - Circuito desativado.
17/03/2016 - Desativação de circuito"
BYAL TELECOM LTDA. - EPP;Rio de Janeiro;BAP2000003;BYAL TELECOM - EUNÁPOLIS-BARUERI;P2;3000;0;0253/2016/DC/4600;02/03/2016;Contrato;;4760/015/2015;;BAEUS0PP001;SPBRE0PM002;R$ 33.000,00 ;18/04/2016;instalação;pend. cliente;"02/08/2016 - Aguardando projeto de abordagem cliente desde 09/03.
19/07/2016 - Aguardando projeto de abordagem cliente desde 09/03.
11/07/2016 - Aguardando projeto de abordagem cliente desde 09/03.
21/06/2016 - Aguardando projeto de abordagem cliente desde 09/03. Realizado jumper na ALOG.
07/06/2016 - Aguardando projeto de abordagem cliente desde 09/03. Realizado jumper na ALOG.
30/05/2016 - Aguardando projeto de abordagem cliente desde 09/03. Realizado jumper na ALOG.
23/05/2016 - Aguardando projeto de abordagem cliente desde 09/03. Realizado jumper na ALOG.
11/05/2016 - Aguardando projeto de abordagem cliente desde 09/03. Agendado jumper na ALOG para 17/05.
03/05/2016 - Aguardando projeto de abordagem cliente desde 09/03.
26/04/2016 - Aguardando projeto de abordagem cliente desde 09/03.
19/04/2016 - Aguardando projeto de abordagem cliente
12/04/2016 - Aguardando projeto de abordagem cliente"
C M C NOGUEIRA INFORMATICA LTDA;Fortaleza;MABL000031;C M C NOGUEIRA;BL;90;90;1804/2015/DC/4600;28/07/2015;Contrato;14/08/2015;4710/015/2015;;MAGJU0PP001;desconhecido;R$ 7.729,20 ;28/08/2015;operação;upgrade;16/01/16 - Ampliação de Banda de 70 para 90 Mbps
C M S MARTINS - ME;Fortaleza;MABL000029;C.M.S MARTINS;BL;400;400;01731/2015/DC/4600;16/06/2015;Contrato;25/08/2015;4710/008/2015;;MAMIR0PP001;desconhecido;R$ 20.800,00 ;29/07/2015;operação;trânsito;10/05/2016 - Inclusão de Transito: AS: 264941 / IPV4: 168.232.132/22 / IPV6: 2804:3048::/32
C P SARMENTO - ME;Fortaleza;MABL000034;C P SARMENTO (SIVNET);BL;200;100;01826/2015/DC/4600;12/08/2015;Contrato;11/12/2015;4710/011/2015;;MAMIR0PP001;desconhecido;R$ 20.000,00 ;10/09/2015;operação;ativado;11/12 - Cliente ativado
C. S. TAVARES - ME;Brasília;TOBL000039;C. S. TAVARES;BL;50;50;01628/2015/DC/4600;23/04/2015;Contrato;25/05/2015;4730/011/2015;1;TOGUR0TR003;TOGUR0PC010;R$ 5.750,00 ;00/00/0000;operação;alteração para AS;"18/11 - Ativação do BGP concluída.
17/11 - Configuração Ok. Agendada a ativação do BGP.
17/11 - Liberado o AS
12/11 - Encaminhada a OS para Engenharia."
C.M & TELECOMUNICACÕES PROVEDOR NET DO BRASIL LTDA - ME;;DFBL000009;NET DO BRASIL - CM TELECOM;BL;100;16;012/2011/DC/4600;09/11/2011;Contrato;05/03/2012;;;DFBSA0TR020;DFBSA0TR020;R$ 0,00 ;00/00/0000;desativado;desativado;11/05 - Recebido OS de Desativação.  foi aberto ocorrência solicitando a desconfiguração do circuito, liberação do AS e retirada do rádio acesso
CAIXA ECONÔMICA FEDERAL;Governo;DFL2000039;CAIXA ECONÔMICA FEDERAL;L2;1000;1000;0429/2016/DC/4600;24/05/2016;Contrato;15/07/2016;0000001/2016;;desconhecido;desconhecido;R$ 0,00 ;30/06/2016;operação;ativado;"15/07/2016 - Circuito ativado e validado com o cliente
11/07/2016 - Problemas com a conexão física dos equipamentos da ponto. Foi necessário limpar conectores e substituir a SFP em Goiânia."
CAPIXABA TELECOMUNICAÇÃO;Rio de Janeiro;ESBL000008;CAPIXABA TELECOMUNICAÇÃO;BL;100;100;0198/2016/DC/4600;18/03/2016;Contrato;16/05/2016;4760/002/2016;;ESSMT0PP001;ESSMT0PP001;R$ 4.550,15 ;08/04/2016;operação;ativado;16/05/2016 - Cliente ativado.
Carolina Online Comunicações Multimídia ;;TOBL000020;CAROLINA ONLINE;BL;0;0;;00/00/0000;Contrato;23/06/2014;;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;cancelado;cancelado;
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;AMAC000008;CCA_RJ - MANAUS;AC;50;0;0143/2016/DC/4600;02/05/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;29/06/2016;instalação;pend. comercial;"15/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
08/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
18/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
12/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
28/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
21/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
15/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;DFAC000058;CCA_RJ - ESPLANADA;AC;300;0;0131/2016/DC/4600;09/03/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;03/05/2016;cancelado;cancelado;01/04/2016 - OSO cancelada. Demanda em atendimento pelo circuito DFAC000063
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;DFAC000063;CCA_RJ - ESPLANADA;AC;300;300;0226/2016/DC/4600;30/03/2016;Contrato;19/05/2016;;;DFBSA0PM012;desconhecido;R$ 0,00 ;09/06/2016;operação;ativado;19/05/2016 - Circuito ativado e testado junto com o cliente
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;GOAC000002;CCA_RJ - ANÁPOLIS;AC;50;0;0132/2016/DC/4600;09/03/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;03/05/2016;instalação;pend. comercial;"15/08/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
08/08/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
25/07/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
18/07/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
12/07/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
05/07/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
28/06/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
21/06/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
15/06/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
31/05/2016 - Aguardando OS definitiva para instalação do rádio Telebras.
23/05/2016 - Aguardando OS definitiva para instalação do rádio Telebras.
11/05/2016 - Aguardando OS definitiva para instalação do rádio Telebras.
02/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
26/04/2016 - Aguardando OS definitiva para instalação do rádio Telebras.
19/04/2016 - Aguardando OS definitiva para instalação do rádio Telebras.
11/04/2016 - Aguardando OS definitiva para instalação do rádio Telebras."
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;MGAC000008;CCA_RJ - LAGOA SANTA;AC;50;0;0145/2016/DC/4600;02/05/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;29/06/2016;instalação;pend. comercial;"15/08/2016 - Será atendido com EILD, aguardando OS definitiva para contratar fornecedor de EILD.
08/08/2016 - Será atendido com EILD, aguardando OS definitiva para contratar fornecedor de EILD.
18/07/2016 - Será atendido com EILD, aguardando OS definitiva para contratar fornecedor de EILD.
12/07/2016 - Será atendido com EILD, aguardando OS definitiva para contratar fornecedor de EILD.
05/07/2016 - Será atendido com EILD, aguardando OS definitiva para contratar fornecedor de EILD.
28/06/2016 - Será atendido com EILD, aguardando OS definitiva para contratar fornecedor de EILD."
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;MSAC000002;CCA_RJ - CAMPO GRANDE;AC;50;0;0144/2016/DC/4600;02/05/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;29/06/2016;instalação;pend. comercial;"15/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
18/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
18/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
12/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
05/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
28/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
21/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
15/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;PAAC000008;CCA_RJ - BELEM;AC;50;0;0140/2016/DC/4600;02/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 0,00 ;29/06/2016;instalação;pend. comercial;"15/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
08/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
18/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
12/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
28/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
21/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
15/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;PEAC000006;CCA_RJ - RECIFE;AC;50;0;0141/2016/DC/4600;02/05/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;29/06/2016;instalação;pend. comercial;"15/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
08/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
18/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
12/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
28/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
21/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
15/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;RNAC000007;CCA_RJ - PARNAMIRIM;AC;50;0;0139/2016/DC/4600;02/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 0,00 ;29/06/2016;instalação;pend. comercial;"15/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
08/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
18/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
12/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
28/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
21/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
15/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;RSAC000013;CCA_RJ - CANOAS;AC;50;0;0142/2016/DC/4600;02/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 0,00 ;29/06/2016;instalação;pend. implantação;"15/08/2016 - Aguardando licenciamento, em aprovação com DNIT sobre a BR-116, Trensurb (trilhos do trem) em seguida será protocolado com AESsul (concessionária de energia).
08/08/2016 - Aguardando licenciamento, em aprovação com DNIT sobre a BR-116, Trensurb (trilhos do trem) em seguida será protocolado com AESsul (concessionária de energia).
25/07/2016 - Vistoria será realizada em 26/07, projeto até 09/08
18/07/2016 - Vistoria realizada em 14/07, aguardando entrega do projeto para 30/07.
12/07/2016 - Vistoria agendada para 14/07.
05/07/2016 - Em agendamento de vistoria
27/06/2016 - Em agendamento de vistoria
15/06/2016 - Em agendamento de vistoria
30/05/2016 - Em agendamento de vistoria
23/05/2016 - Em agendamento de vistoria 
18/05/16 - Enviada OS e VTA para Engenharia"
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;SPAC000003;CCA_RJ - SÃO JOSÉ DOS CAMPOS;AC;100;0;0133/2016/DC/4600;09/03/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;03/05/2016;instalação;pend. comercial;"15/08/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
08/08/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
25/07/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
18/07/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
12/07/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
05/07/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
28/06/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
21/06/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
15/06/2016 -Aguardando OS definitiva para instalação do rádio Telebras.
31/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
23/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
11/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
02/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
26/04/2016 - Aguardando OS definitiva para instação do rádio Telebras.
19/04/2016 - Aguardando OS definitiva para instação do rádio Telebras.
11/04/2016 - Aguardando OS definitiva para instação do rádio Telebras."
CCA - COMANDO DA AERONAUTICA;Rio de Janeiro;SPAC000009;CCA_RJ - PIRASSUNUNGA;AC;100;0;0134/2016/DC/4600;09/03/2016;Oportunidade;;;;desconhecido;desconhecido;R$ 0,00 ;03/05/2016;instalação;pend. comercial;"15/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
08/08/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
25/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
18/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
12/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
05/07/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
28/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
21/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
15/06/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
11/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
02/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
26/04/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
19/04/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD."
