Cliente;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Estação;Acesso;Endereço;Cidade;UF;CEP;Estação;Acesso;Endereço B;Cidade;UF;CEP;Contato;Telefone Fixo;Telefone Móvel;Email;Valor;Previsão;Status;Último Evento;Observação
INTERVALE TELECOM LTDA ME;SPBL000008;INTERVALE;BL;100;0;0138/2012/DC/4600;28/09/2012;Contrato;;desconhecido;Rádio TELEBRAS;;;;;desconhecido;Rádio TELEBRAS;;;;;;;;;R$ 1.900,00 ;00/00/0000;cancelado;cancelado;OS - 01477/2014/DC/4600
IP2TEL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;PIBL000001;IP2TEL;BL;4000;2500;01771/2015/DC/4600;08/07/2015;Contrato;11/08/2015;PITSA0PP001;N/A;;Teresina;PI;;PITSA0PP001;Fibra óptica Cliente;POP de Teresina - PI;Teresina;PI;;Jefferson Pereira de Carvalho;(86) 3301 5300;(86) 9404 1616;jeff@ipcarrier.us;R$ 124.000,00 ;08/08/2015;operação;trânsito;"07/06/2016 - Transito de AS:
ASN: 263980
IPV4: 168.227.16/22"
IP2TEL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;PIL2000002;IP2TEL TERESINA-BRASILEIRA;L2;250;0;01983/2015/DC/4600;27/11/2015;Contrato;;PITSA0PP001;Fibra óptica TELEBRAS;Pop de Teresina I;Teresina;PI;;PIBSLATR001;Rádio Cliente;ETR de Brasileira;Brasileira;PI;;Jefferson Pereira de Carvalho;(86) 3301-5305;(86) 99951-0000;jeff@ipcarrier.us;R$ 6.880,00 ;27/01/2016;cancelado;cancelado;29/04/2016 - OS de cancelamento da ativação.
IPINFO TELECOM E INFORMÁTICA ME;MGBL000011;IPINFO;BL;400;0;00219/2013/DC/4600;15/02/2013;Contrato;19/09/2013;MGSJBATR001;Rádio Cliente;ETR - Furnas - MG;São José da Barra;MG;;MGSJBATR001;Rádio Cliente;Cliente irá buscar link no ETR;São José da Barra;MG;37170 - 00;Adriano;(35) 3851-1886;;adriano@ipinfo.com.br;R$ 26.704,00 ;00/00/0000;bloqueado;bloqueado;01/07 - Cliente bloqueado a pedido da área de arrecadação
ISOTELCO LTDA - EPP;MABL000002;ISOTELCO - IMPERATRIZ;BL;500;0;0212/2013/DC/4600/3500;29/08/2012;Contrato;24/10/2012;MAITZ0PP001;Rádio TELEBRAS;POP Imperatriz;Imperatriz;MA;;desconhecido;Rádio TELEBRAS;Rua pernambuco 311 Bairro Três Poderes;;;;Evandro Assis Costa Gonçalves;(99) 30140025;(94) 992572525;evandro.goncalves@isotelco.com.br;R$ 10.298,25 ;00/00/0000;desativado;desativado;26/01 - Desativação em andamento.
ISOTELCO LTDA - EPP;MABL000042;ISOTELCO - IMPERATRIZ;BL;1000;1000;02044/2015/DC/4600;06/01/2016;Contrato;26/01/2016;MAITZ0TR001;Fibra óptica Cliente;ETR de Imperatriz/Campus da UFMA;Imperatriz;MA;65910-010;desconhecido;Fibra óptica Cliente;;;;;Essandro;(99) 3014-3015;(99) 99192-9335;essandro@gmail.com;R$ 24.000,00 ;25/01/2016;operação;upgrade;"06/04/2016 - Banda ampliada PARA 1000 Mbps.
04/04/2016 - Agendado a ampliação com o cliente para o dia 05/04 as 7h.
28/03/2016 - Agendado fusões e jumpers no pop de Imperatriz para 01/04/2016. 
23/03/2016 - Ampliação de banda de 800 para 1000 Mbps.
23/03/2016 - Encaminhada a OS para Engenharia. Mudança de Ponto de Acesso - da ETR para o POP na Eletronorte, com acesso do cliente."
ISOTELCO LTDA - EPP;MAP2000002;ISOTELCO - IMPERATRIZ-BARUERI;P2;1000;0;0247/2016/DC/4600;07/04/2016;Contrato;;desconhecido;Fibra óptica Cliente;POP DE IMPERATRIZ/MA - Rod. BR 010 - km 1360 - Subestacao de Imperatriz;;;;desconhecido;Fibra óptica Cliente;PTT SÃO PAULO/SP - Alameda Araguaia - nº 3641 - Tamboré;;;;Evandro Assis Costa Gonçalves;(99) 3014-0025;(99) 99159-0029;evandro.goncalves@isotelco.com.br;R$ 11.000,00 ;08/08/2016;instalação;pend. cliente;"07/06/2016 - Aguardando cliente integarir com o NIC.br para finalizar sua conexão ao PIX Telebras.
31/05/2016 - Aguardando cliente integarir com o NIC.br para finalizar sua conexão ao PIX Telebras.
23/05/2016 - Aguardando cliente integarir com o NIC.br para finalizar sua conexão ao PIX Telebras."
ISOTELCO LTDA - EPP;PABL000003;ISOTELCO - BELEM;BL;0;0;;00/00/0000;Contrato;12/11/2012;PABLM0PP001;Fibra óptica TELEBRAS;;Belém;PA;;PABLM0PP001;Fibra óptica TELEBRAS;;Belém;PA;;;;;;R$ 0,00 ;00/00/0000;desativado;desativado;Memorando de desativação recebido. Circuito desativado
ISOTELCO LTDA - EPP;PABL000010;ISOTELCO - MARABÁ;BL;500;0;OS - 00076/2012/DC/4600;26/08/2014;Contrato;;PAMBA0PP002;N/A;POP Prodepa Marabá - PA;Marabá;PA;;desconhecido;Fibra óptica TELEBRAS;Cliente busca em fibra POP Prodepa Marabá - PA;;;;Evandro Gonçalves;(94) 93322-1057;(94) 98175-2600;evandro.goncalves@isotelco.com.br;R$ 8.955,00 ;00/00/0000;cancelado;cancelado;01/04/2015 - Cliente Cancelado
ISOTELCO LTDA - EPP;PABL000027;ISOTELCO - MARABÁ;BL;50;50;0064/2016/DC/4600;02/02/2016;Contrato;23/05/2016;PAMBA0PP002;Fibra óptica Cliente;POP Prodepa Marabá;Marabá;PA;;desconhecido;Fibra óptica Cliente;;;;;Evandro Assis Costa Gonçalves;(99) 3014-0025;(94) 98175-2600;evandro.goncalves@isotelco.com.br;R$ 8.000,00 ;04/03/2016;operação;ativado;"23/05/2016 - Testes concluídos e aceito o circuito.
20/05/2016 - Cliente ativado."
ITNET LTDA - ME;SEP2000001;ITNET - NOSSA SENHORA DA GLÓRIA-BARUERI;P2;1000;0;0177/2016/DC/4600;14/03/2016;Contrato;;SENHG0PP001;Fibra óptica Cliente;POP SSENHG0PP001 (SERRINHA) - NOSSA SENHORA DA GLÓRIA - SE;Nossa Senhora da Glória;SE;;SPBRE0PM002;Fibra óptica Cliente;PTT DE SÃO PAULO - SP  BARUERI;Barueri;SP;;Jamyson Machado Gois;(79) 3431-5555;(79) 99986-4941;jmitnet@gmail.com;R$ 11.000,00 ;29/06/2016;instalação;pend. cliente;"07/06/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
31/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
24/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
11/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
03/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
26/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016."
ITNET LTDA - ME;SEP2000002;ITNET - NOSSA SENHORA DO SOCORRO-BARUERI;P2;2000;0;0178/2016/DC/4600;14/03/2016;Contrato;;SENRO0PP001;Fibra óptica Cliente;POP SENRO0PP001 - NOSSA SENHORA DO SOCORRO - SE;Nossa Senhora do Socorro;SE;;SPBRE0PM002;Fibra óptica Cliente;PTT DE SÃO PAULO - SP  BARUERI;Barueri;SP;;Jamyson Machado Gois;(79) 3431-5555;(79) 99986-4941;jmitnet@gmail.com;R$ 22.000,00 ;23/05/2016;instalação;pend. cliente;"07/06/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
31/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
24/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
11/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
03/05/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016.
26/04/2016 - Realizado jumper na ponta da ALOG. Aguardando projeto de abordagem da ponta B - Será negociado com o cliente ativação para início de julho (ampliação de banda na Alog Barueri) - definido em reunião com o diretor comercial em 05/04/2016."
J DA L MORAES TELECOMUNICAÇÕES - ME;TOBL000027;J DA L MORAES;BL;100;0;OS -   01621/2015/DC/4740;31/03/2015;Contrato;;TOARN0PP001;Rádio Cliente;POP - Araguaina;Araguaina;TO;;desconhecido;Rádio Cliente;;;;;JULIO DA LUZ MORAES;(94) 99143-4338;(94) 98404-2353	;megasoftmoraes@gmail.com;R$ 12.546,00 ;00/00/0000;cancelado;cancelado;26/05 - Recebido OS de cancelamento.  Enviado à Engenharia
J. & R. NETWORK PROVEDOR DE INTERNET LTDA. - ME;SPBL000006;J. & R. NETWORK;BL;100;0;;13/02/2015;Contrato;;SPBRS0TR001;Fibra óptica TELEBRAS;ETR Barretos (SPBRS0TR001) Av. Antônio Frederico Ozanam;Barretos;SP;14780-510;desconhecido;Fibra óptica TELEBRAS;Avenida Vinte e Nove, 1068, Centro ;;;14780-350;Junior César Silva;(17) 3321-7200;(17) 98108-2133;juniorsilva@meganet.com.vc;R$ 7.503,00 ;00/00/0000;cancelado;cancelado;"26/05 - Recebido OS de cancelamento
Solicitado cancelamento dos filtros BGP"
JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP - FILIAL;TOBL000048;JC TELECOM;BL;2000;2000;01918/2015/DC/4600;02/10/2015;Contrato;30/11/2015;TOCGO0PP001;Fibra óptica Cliente;Cliente irá buscar o link em fibra na Caixa R2 no POP de Colinas - TO;Colinas do Tocantins;TO;;desconhecido;Fibra óptica Cliente;;;;;Crispim Jacques;(94) 3424-6079;(94) 9152-1802;crispim105@hotmail.com;R$ 60.000,00 ;24/10/2015;operação;trânsito;"20/04/2016 - Realizado pedido de liberação junto aos peerings. 
AS: 264936 
IPv4: 168.232.80/22 
IPv6: 2804:3034::/32 "
JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP - MATRIZ;TOBL000006;JC INFORMATICA;BL;300;0;064/2012/DC/4600;26/07/2012;Contrato;18/09/2012;TOCGO0PP001;N/A;POP Colinas do Tocantins;Colinas do Tocantins;TO;;TOBDTCTR001;Rádio TELEBRAS;Fazenda Burity;Bandeirantes do Tocantins;TO;;Crispim de Jaques de Vasconcelo;(94) 3424-4819;(94) 9152-1802;crispim105@hotmail.com;R$ 28.000,00 ;00/00/0000;desativado;desativado;
JOAO JOSE ALVES BATISTA - ME;DFBL000023;JOAO JOSE ALVES BATISTA;BL;100;0;;26/04/2016;Oportunidade;;desconhecido;Fibra óptica TELEBRAS;SAUS - QUADRA 3 - BLOCO C - LOTE 2/3 - Ed. Bussiness Point ao lado do prédio da Caixa Economica;;;;desconhecido;Fibra óptica TELEBRAS;;;;;JOAO JOSE ALVES BATISTA;(61) 3626-1195;(61) 9112-4671;joaojcortes@gmail.com;R$ 11.000,00 ;20/05/2016;instalação;pend. cliente;"07/06/2016 - Em agendamento de vistorias no cliente.
31/05/2016 - Em agendamento de vistorias no cliente."
JOSÉ EDUARDO MACHADO DA VEIGA E CIA LTDA;RSBL000007;JOSÉ EDUARDO;BL;1000;300;01991/20158/4600;20/11/2015;Contrato;17/03/2016;desconhecido;N/A;;;;;desconhecido;Fibra óptica Cliente;POP Eletrosul;;;;Pedro Fontela;(55) 3313-2523;(53) 8452-7677;pedro.fontela@gmail.com;R$ 0,00 ;24/12/2015;operação;ativado;17/03/2016 - Cliente ativado.
JR NET INFORMÁTICA LTDA - ME;GOBL000009;JR NET INFORMATICA;BL;100;100;058/2012/DC/4600;26/06/2012;Contrato;01/09/2012;GOIUB0TR001;N/A;PoP - Rua 4 s/n (Universidade) - Setor Village Beira Rio;Itumbiara;GO;;GOIUB0TR001;Rádio TELEBRAS;RUA AT08, 15, AUTO TRINDADE, ITUMBIARA - GO;Itumbiara;GO;;Renato dos Santos Frazao;64 3404-9434;64 9281-8969;renatos2005@hotmail.com;R$ 8.500,00 ;00/00/0000;operação;downgrade;18/02/2016 - Redução de banda de 170 para 100 Mbps.
JR NET INFORMÁTICA LTDA - ME;TOBL000052;JR NET INFORMATICA;BL;50;0;0246/2016/DC/4600;05/04/2016;Contrato;;desconhecido;N/A;;;;;TOTNS0TR001;Rádio Cliente;POP TOCANTINOPOLIS-TO ();Tocantinópolis;TO;;Renato dos Santos Frazao;(64) 3404-9434;(64) 9281-8969;renatos2005@hotmail.com;R$ 4.700,00 ;03/06/2016;cancelado;cancelado;24/05/2016 - Pedido de cancelamento do circuito do cliente
JUÇARA MARIA SILVA CARVALHO - ME;PIBL000002;ESPERANTINA NET;BL;10;0;01793/2015/DC/4600;20/07/2015;Contrato;;desconhecido;N/A;ETR de Batalha;;;64190-000;desconhecido;Rádio Cliente;;;;;Gilliardo Costa Sales;(86) 3383-1592 / (86) 3383-1317;(86) 9975-8205 / (86) 8107-0272;gilliardo@bol.com.br;R$ 6.250,00 ;19/08/2015;cancelado;cancelado;16/05/2016 - Pedido de cancelamento do circuito do cliente
JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;MTTX000010;JUNTO TELECOM - CBA-BSA;TX;10000;0;0102/2016/DC/4600;00/00/0000;Contrato;;MTCBA0PP001;Fibra óptica Cliente;POP de Cuiabá - MT;Cuiabá;MT;;DFBSA0PP001;Fibra óptica Cliente;POP de Brasília - DF;Brasília;DF;;Gleida Conde;(91) 98217-3536;(91) 98199-0835;gleida.conde@juntotelecom.com.br;R$ 180.000,00 ;00/00/0000;instalação;pend. cliente;"07/06/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
31/05/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
24/05/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
11/05/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
03/05/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
26/04/2016 - Aguardando disponibilidade do cliente para realizar fusões em Coxipó. 
19/04/2016 - Ponta Coxipo: Em agendamento de fusões, Jumper ok. Ponta Brasilia: Em agendamento de fusões e jumpers.
12/04/2016 - Agendado jumper para Coxipo para 18/04.
05/04/2016 - Agendado fusões do cliente em BSB para 07/04 ás 14:00, aguardando cliente informar data da fusão em Cuiabá."
JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;PAL2000011;JUNTO TELECOM - BLM-SRM;L2;5000;0;0100/2016/DC/4600;05/02/2016;Contrato;;PABLM0PP001;Fibra óptica Cliente;POP de Belém - PA;Belém;PA;;PASRM0PP002;Fibra óptica Cliente;POP de Santarém;Santarém;PA;;Gleida Conde;(91) 98217-3536;(91) 98199-0835;gleida.conde@juntotelecom.com.br;R$ 95.000,00 ;05/04/2016;instalação;pend. comercial;"31/05/2016 - Aguardando Cancelamento de Contrato e OS.
24/05/2016 - Aguardando Cancelamento de Contrato e OS.
11/05/2016 - Aguardando Cancelamento de Contrato e OS.
03/05/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA. Comercial está alinhando com o cliente o cancelamento deste contrato, não temos previsão para ativação da estação de Santarém.
26/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA. Comercial está alinhando com o cliente o cancelamento deste contrato, não temos previsão para ativação da estação de Santarém.
19/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA. Comercial está alinhando com o cliente o cancelamento deste contrato, não temos previsão para ativação da estação de Santarém.
12/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA. Comercial está alinhando com o cliente o cancelamento deste contrato, não temos previsão para ativação da estação de Santarém.
05/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA. Comercial está alinhando com o cliente o cancelamento deste contrato, não temos previsão para ativação da estação de Santarém.
29/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA. Comercial está alinhando com o cliente o cancelamento deste contrato, não temos previsão para ativação da estação de Santarém.
15/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA. Comercial está alinhando com o cliente o cancelamento deste contrato, não temos previsão para ativação da estação de Santarém.
11/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA. Comercial está alinhando com o cliente o cancelamento deste contrato, não temos previsão para ativação da estação de Santarém.
01/03/2016 - Conforme reunião com GRET (Emerson) e DC (Luiza), o circuito será cancelado porque a Telebras depende da Eletronorte para ativar o circuito.
16/02/2016 - Conforme reunião com GRET (Emerson) e DC (Luiza), o circuito será cancelado porque a Telebras depende da Eletronorte para ativar o circuito.
12/02/2016 - POP de Santarém não existe, necessário negociação pela GROP, em seguida implantação do POP."
JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;PATX000014;JUNTO TELECOM - BLM-BSA;TX;10000;10000;0101/2016/DC/4600;01/04/2016;Contrato;28/04/2016;PABLM0PP001;Fibra óptica Cliente;POP de Belém - PA;Belém;PA;;DFBSA0PP001;Fibra óptica Cliente;POP de Brasília - DF;Brasília;DF;;Gleida Conde;(91) 98217-3536;(91) 98199-0835;gleida.conde@juntotelecom.com.br;R$ 180.000,00 ;01/05/2016;operação;ativado;28/04/2016 - Cliente ativado.
JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.;PATX000015;JUNTO TELECOM - BLM-FLA;TX;10000;0;0103/201/DC/4600;05/02/2016;Contrato;;PABLM0PP001;Fibra óptica Cliente;POP de Belém - PA (PABLM0PP001);Belém;PA;;CEMCW0PP001;Fibra óptica Cliente;POP de Fortaleza - CE;Maracanaú;CE;;Gleida Conde;(91) 98217-3536;(91) 98199-0835;gleida.conde@juntotelecom.com.br;R$ 180.000,00 ;05/04/2016;instalação;pend. implantação;"07/06/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza.
31/05/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
03/05/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
26/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
19/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
12/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
05/04/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. 
29/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. GERA já solicitou projeto de abordagem do cliente até estação de Belém, será solicitado até Fortaleza, visando deixar o acesso concluído, ficando pendente apenas ampliação do backone.
22/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. GERA já solicitou projeto de abordagem do cliente até estação de Belém, será solicitado até Fortaleza, visando deixar o acesso concluído, ficando pendente apenas ampliação do backone.
11/03/2016 - Em reunião no dia 08/03 entre Comercial, Cliente, Eng. Comercial, GERT e GERA, ficou definido que para atendimento a este ccto a GERT precisa de 150 dias para ampliação backbone entre Belém x Fortaleza. GERA já solicitou projeto de abordagem do cliente até estação de Belém, será solicitado até Fortaleza, visando deixar o acesso concluído, ficando pendente apenas ampliação do backone.
01/03/2016 - Reunião com GERT e DC-ERB, Emerson irá analisar trecho e enviará para a DC cronograma para implantação e ampliação do trecho já que o contrato com a PADTEC está vencido e haverá necessidade de fazer uma licitação por inegibilidade.  Luisa irá renegociar prazo com o cliente
16/02/2016 - Reunião com GERT e DC-ERB, Emerson irá analisar trecho e enviará para a DC cronograma para implantação e ampliação do trecho já que o contrato com a PADTEC está vencido e haverá necessidade de fazer uma licitação por inegibilidade.  Luisa irá renegociar prazo com o cliente"
JÚPITER TELECOMUNICAÇÕES E INFORMÁTICA  LTDA;MABL000010;JÚPITER INFORMÁTICA;BL;500;400;0518/2012/DC/4600;31/05/2013;Contrato;14/08/2013;MAITZ0PP001;N/A;POP de Imperatriz;Imperatriz;MA;;MAITZ0PP001;Fibra óptica TELEBRAS;Cliente busca link na caixa R2 do POP de Imperatriz;Imperatriz;MA;;Luciano Inacio G. Lima;(99) 3529-3131;(99) 8848-0106;luciano@jupiter.com.br;R$ 47.345,00 ;00/00/0000;operação;mudança de configuração;31/03/2016 - Esse cliente estava com endereço de ponto a ponto duplicado, sem endereço IPv6 alocado e no projeto faltava a indicação do modo FIRT.
