Cliente;Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
;DFAC000044;pend. implantação;19/08/2015;09/11/2015;0;066/2015/DC/4600;10634;"03/11 - Canalização concluída, cliente só autorização conclusão após contrato assinado entre Telebras e Anatel.
27/10 - Cliente Patrick não permitiu a passagem de cabos de FO nas dependências da ANATEL por razões contratuais com a Telebras. Aguardando definição de contrato para conclusão.
26/10 - Em obra, conclusão em 27/10. 
19/10 - Previsto conclusão da obra para 27/10 conclusão até 03/11.
16/10 - Nova previsão 27/10.
13/10 - Aguardado cronograma de execução de inicio de obra.
05/10 - Enviado projeto para análise da Anatel em 02/10, faremos contato em 06/10 solicitando aprovação.
28/09 - Vistoria realiza em 24/09 - Aguardando cronograma de entrega de projeto do fornecedor.
14/09 - Vistoria agendada para até 25/09.
01/09 - Em emissão de OS de vistoria e projeto, cronograma até 08/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia"
;DFL3000019;pend. comercial;30/11/2015;00/00/0000;0;;;"31/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
25/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
11/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
02/05/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
26/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
18/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
11/04/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
28/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
17/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
14/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
10/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
01/03/2016 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
25/01 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
20/01 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
07/12 -  Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
30/11 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel."
;DFL3000019;pend. implantação;19/08/2015;09/11/2015;0;070/2015/DC/4600;10635;"03/11 - Canalização concluída, cliente só autorização conclusão após contrato assinado entre Telebras e Anatel.
26/10 - Em obra, conclusão ate 27/10. 
19/10 - Previsto conclusão da obra para 27/10 conclusão até 03/11.
13/10 - Aguardado cronograma de execução de inicio de obra.
05/10 - Enviado projeto para análise da Anatel em 02/10, faremos contato em 06/10 solicitando aprovação.
02/10 - Empreiteira encaminhou os projetos, que foram reenviados para a Anatel avaliar e dar OK.
28/09 - Vistoria realiza em 24/09 - Aguardando cronograma de entrega de projeto do fornecedor.
14/09 - Vistoria agendada para até 25/09.
01/09 - Em emissão de OS de vistoria e projeto, cronograma até 08/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia"
;DFL3000019;pend. cliente;09/11/2015;23/11/2015;0;;;"23/11 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
16/11 - Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
09/11 - Canalização concluída, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel."
;GOL3000003;pend. comercial;16/11/2015;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
25/05/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
11/05/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
02/05/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
26/04/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
18/04/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
11/04/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
28/03/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
21/03/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
17/03/2016 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
14/03/2016 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
10/03/2016 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
01/03/2016 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
25/01 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
20/01 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
14/12 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
07/12 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
30/11 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
23/11 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
16/11 -  Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.  	  
09/11 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
03/11 - Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD."
;GOL3000003;pend. implantação;19/08/2015;09/11/2015;0;071/2015/DC/4600;10637;"26/10 - Viabilidade por EILD CEMIG TELECOM, aguardando analise comercial Telebras. 
19/10 - Aguardando viabilidade do fornecedor de EILD previsto retorno até 27/10.
16/10 - Em lançamento de FO interno.
13/10 - Aguardando viabilidade para atendimento por EILD, previsto retorno até 16/10.
09/10 - Projeto segue por EILD. Reunião de 04/10 foi disparado pedido de cotação por EILD.
30/09 - Tentativa de agregar projeto ao da Metropolitana e a ouros clientes para tentar viabilizar esse projeto. Em paralelo seguira pedido de EILD.
28/09 - Projeto identificou custo elevado para R$320.000,00 (Solicitar viabilidade por EILD)
24/09 - Projeto recebido e em análise.
21/09 - Vistoria realizada em 15/09, aguardando projeto do fornecedor previsto para 22/09.
14/09 - Vistoria agendada para 15/09.
01/09 - Em emissão de OS de vistoria e projeto, cronograma até 08/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia"
;MTL3000003;pend. comercial;02/02/2016;00/00/0000;0;072/2015/DC/4600;;"31/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
25/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
11/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
02/05/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
26/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
18/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
11/04/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
28/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
21/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
17/03/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE
14/03/2016- Obra concluída, aguardando OS definitiva para fornecimento do CPE
10/03/2016- Obra concluída, aguardando OS definitiva para fornecimento do CPE
01/03/2016- Obra concluída, aguardando OS definitiva para fornecimento do CPE
02/02/2016 - Obra concluída, aguardando OS definitiva para fornecimento do CPE"
;MTL3000003;pend. implantação;19/08/2015;02/02/2016;0;072/2015/DC/4600;10638;"25/01 - Em obra, previsão de conclusão para 30/01.
20/01 - Em obra, previsão de conclusão para 30/01.
14/12 -  Em obra, previsto conclusão até 18/12.
07/12 - Em obra, previsto conclusão até 18/12
30/11 - Telebras está providenciando NF para o fornecedor realizar transportar os cabos de AL para MT, previsto entrega dos cabos para 07/12, 10 dias para execução.
23/11 - Aguardando cronograma de execução do fornecedor.
16/11 - Aguardando fornecedor enviar cronograma de entrega de projeto, reunião com o fornecedor em 19/11.
09/11 - Aguardando fornecedor enviar cronograma de entrega de projeto.
03/11 - Aguardando entrega do projeto pelo fornecedor Telebras, aguardando cronograma de entrega 05/11.
26/10 - Aguardando projeto do fornecedor, nova previsão para 30/10. 
19/10 - Aguardando projeto do fornecedor.
16/10 - Projeto entregue, em análise.
13/10 - Previsto entrega do projeto para 16/10.
08/10 - Projeto será enviado no dia 16/10.
07/10 - O fornecedor não informou a data de entrega do projeto. Foi cobrado retorno.
05/10 - Aguardando entrega do projeto pelo fornecedor, em 06/10 cliente irá informar a data exata da entrega do projeto.
01/10 - Previsto entrega do projeto após a definição em 06/10.
28/09 - Aguardando envio do projeto, reprogramado para 29/09.
24/09 - O projeto está sendo elaborado pela Connect Fast. Foi solicitado prazo para envio. 
14/09 - Aguardando entrega do projeto previsto para 25/09.
01/09 -Vistoria agendada para 02/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia"
;PAL3000002;pend. comercial;30/11/2015;00/00/0000;0;073/2015/DC/4600;;"31/05/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
25/05/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
11/05/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
02/05/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
26/04/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
18/04/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
11/04/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
28/03/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
21/03/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
17/03/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
14/03/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
10/03/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
01/03/2016 - Obra concluída - pendente OS definitiva para instalação do CPE.
25/01 - Obra concluída - pendente OS definitiva para instalação do CPE.
20/01 - Obra concluída - pendente OS definitiva para instalação do CPE.
14/07 - Obra concluída - pendente OS definitiva para instalação do CPE.
07/12 - Obra concluída - pendente OS definitiva para instalação do CPE.
30/11 - Obra concluída - pendente OS definitiva para instalação do CPE."
;PAL3000002;pend. implantação;19/08/2015;30/11/2015;0;073/2015/DC/4600;10639;"23/11 - Em obra, aguardando certificação de FO, conclusão até 27/11.
16/11 - Em obra, aguardando certificação de FO, conclusão até 20/11.
09/11 - Obra será iniciada em 16//1 conclusão em 20/11.
03/11 - Aguardando protocolo do fornecedor de FO na concessionária de energia local, previsto retorno até 04/11.
26/10 - Será protocolado na CELPA em 26/10. 
19/10 - Fornecedor irá protocolar projeto na CELPA, data do protocolo será enviado até 20/10.
13/10 - Em mobilização para inicio de obra, aguardando cronograma do fornecedor para 14/10.
05/10 - Aguardando entrega do projeto pelo fornecedor, previsto entrega até 07/10.
28/09 - Vistoria realizada em 25/09, previsto projeto até 02/10.
14/09 - Vistoria agendada para 24/09.
01/09 - Em emissão de OS de vistoria e projeto, cronograma até 08/09.
25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
19/08 - Enviado OSO e VTA para Engenharia."
;PBL3000002;pend. comercial;19/10/2015;00/00/0000;0;074/2015/DC/4600;;"31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
25/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
11/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
02/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
26/04/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
18/04/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
11/04/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
28/03/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
21/03/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
17/03/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
14/03/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
10/03/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
01/03/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
25/01 - Aguardando OS definitiva para contratação do fornecedor de EILD.
20/01 - Aguardando OS definitiva para contratação do fornecedor de EILD.
14/12 - Aguardando OS definitiva para contratação do fornecedor de EILD.
07/12 - Aguardando OS definitiva para contratação do fornecedor de EILD.
30/11 - Aguardando OS definitiva para contratação do fornecedor de EILD.
23/11 - Aguardando OS definitiva para contratação do fornecedor de EILD.
16/11 - Aguardando OS definitiva para contratação do fornecedor de EILD.
09/11 - Em negociação do valor/prazo de entrega, junto ao fornecedor de EILD (Oi).
03/11 - Em negociação do valor/prazo de entrega, junto ao fornecedor de EILD (Oi).
26/10 - Aguardando aprovação do comercial para contratação de EILD OI. 
19/10 - Recebido proposta do fornecedor de EILD (Oi) em aprovação do comercial."
;PBL3000002;pend. implantação;25/09/2015;01/09/2015;0;;;25/08 - Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
;PBL3000002;pend. comercial;01/09/2015;09/10/2015;0;;;"05/10 - Em solicitação de análise de viabilidade.
01/09 - Solicitado ao comercial em 24/08 viabilidade para atendimento por EILD."
;PBL3000002;pend. implantação;09/10/2015;19/10/2015;0;;;13/10 - Em viabilidade para atendimento por EILD
;PBL3000002;pend. implantação;19/08/2015;24/08/2015;0;074/2015/DC/4600;10641;19/08 - Enviado OSO e VTA para Engenharia
