designacao;cliente;descricao;regional;tipo_servico;banda_contratada;banda_ativada;os_ativacao;data_os;tipo_os;data_ativacao;contrato;aditivo;estacaoA;ufA;estacaoB;ufB;valor;previsao;status;ultimo_evento
PECI000009;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CAMARAGIBE-COQUEIRAL 2;;CI;0;0;01424/2014/DC/4600;2014-12-05;Contrato;2016-01-01;;;;PE;;;0.00;2015-01-15;instalação;pend. implantação
PECI000010;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - CAMARAGIBE-COQUEIRAL 3;;CI;0;0;01425/2014/DC/4600;2014-12-05;Contrato;2016-01-01;;;;PE;;;0.00;2015-01-15;instalação;pend. implantação
PECI000011;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - WERNEC-CENTRAL RECIFE 1;;CI;0;0;01426/2014/DC/4600;2014-12-05;Contrato;2015-04-08;;;;PE;;;0.00;2016-01-01;operação;ativado
PECI000012;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - WERNEC-CENTRAL RECIFE 2;;CI;0;0;1427/2014/DC/4600;2014-12-05;Contrato;2015-04-08;;;;PE;;;0.00;2016-01-01;operação;ativado
PECI000013;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - WERNEC-JABOATÃO 1;;CI;0;0;01428/2014/DC/4600;2014-12-05;Contrato;2015-04-06;;;PERCE0CX007;PE;PEJBO0CX001;PE;0.00;2016-01-01;operação;ativado
PECI000014;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - WERNEC-JABOATÃO 2;;CI;0;0;01429/2014/DC/4600;2014-12-05;Contrato;2015-04-06;;;PERCE0CX007;PE;PEJBO0CX001;PE;0.00;2016-01-01;operação;ativado
PECI000015;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - WERNEC-JABOATÃO 3;;CI;0;0;01430/2014/DC/4600;2014-12-05;Contrato;2015-04-06;;;;PE;PEJBO0CX001;PE;0.00;2016-01-01;operação;ativado
PECI000016;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - WERNEC-JABOATÃO 4;;CI;0;0;01431/2014/DC/4600;2014-12-05;Contrato;2015-04-06;;;PERCE0CX007;PE;;;0.00;2016-01-01;operação;ativado
PECI000017;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - WERNEC-JABOATÃO 5;;CI;0;0;01432/2014/DC/4600;2014-12-05;Contrato;2015-04-06;;;PERCE0CX007;PE;PEJBO0CX001;PE;0.00;2016-01-01;operação;ativado
PECI000018;METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU;METROREC - WERNEC-JABOATÃO 6;;CI;0;0;01433/2014/DC/4600;2014-12-05;Contrato;2015-04-06;;;PERCE0CX007;PE;PEJBO0CX001;PE;0.00;2016-01-01;operação;ativado
DFBL000012;MH INTEGRAÇÃO REPARAÇÃO E INSTALAÇÃO EM INFORMÁTICA LTDA - ME;MH INTEGRAÇÃO;Brasília;BL;20;20;01657/2015/DC/4600;2015-04-29;Contrato;2015-07-09;0013/4730/2015;;DFBSA0PM015;DF;DFBSA0TC044;DF;2083.00;2016-01-01;operação;ativado
DFAC000060;MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;MCTI-CGTI;;AC;100;0;0215/2016/DC/4600;2016-03-23;Contrato;2016-01-01;00000001/2016;;;DF;;;9850.00;2016-05-10;instalação;pend. comercial
BAL3000001;MINISTERIO DA CULTURA;MIN. CULTURA SDR;;L3;10;0;0384/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;BA;;;7477.29;2016-05-24;instalação;pend. implantação
DFAC000066;MINISTERIO DA CULTURA;MIN. CULTURA BSA - ESPLANADA;;AC;150;0;0546/2016/DC/4600;2016-06-21;Contrato;2016-01-01;;;;DF;;;0.00;2016-07-29;instalação;pend. implantação
DFL3000029;MINISTERIO DA CULTURA;MIN. CULTURA BSA - BIBLIOTECA;;L3;10;0;0383/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;DF;;;7450.63;2016-05-28;instalação;pend. cliente
DFL3000030;MINISTERIO DA CULTURA;MIN. CULTURA BSA - ESPLANADA;;L3;150;0;0382/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;DF;;;15489.30;2016-05-20;instalação;pend. implantação
MGL3000009;MINISTERIO DA CULTURA;MIN. CULTURA BHE;;L3;10;0;0381/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;MG;;;7450.63;2016-06-01;instalação;pend. implantação
PAL3000003;MINISTERIO DA CULTURA;MIN. CULTURA BLM;;L3;10;0;0380/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;PA;;;7495.71;2016-07-30;instalação;pend. implantação
PEL3000005;MINISTERIO DA CULTURA;MIN. CULTURA RCE;;L3;15;0;0379/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;PE;;;7829.40;2016-05-19;instalação;pend. comercial
RJL3000012;MINISTERIO DA CULTURA;MIN. CULTURA RJO - CTA;;L3;10;0;0378/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;RJ;;;7486.44;2016-05-28;instalação;pend. implantação
RJL3000013;MINISTERIO DA CULTURA;MIN. CULTURA RJO - RUA DA IMPRENSA;;L3;15;0;004/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;RJ;;;7841.08;2016-05-21;instalação;pend. implantação
RSL3000002;MINISTERIO DA CULTURA;MIN. CULTURA PAE;;L3;10;0;0376/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;RS;;;7486.44;2016-04-11;instalação;pend. implantação
SPL3000004;MINISTERIO DA CULTURA;MIN. CULTURA SPO - CINEMATICA;;L3;10;0;0386/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;SP;;;7486.44;2016-04-11;instalação;pend. implantação
SPL3000005;MINISTERIO DA CULTURA;MIN. CULTURA SPO - RUA JULIO;;L3;15;0;0375/2016/DC/4600;2016-02-01;Contrato;2016-01-01;;;;SP;;;7841.08;2016-04-14;instalação;pend. implantação
AML2000003;MINISTÉRIO DA DEFESA;MIN. DEFESA - BSA-MNS;;L2;10;10;0827/2013/4400/4600;2013-12-26;Contrato;2014-06-02;;;DFBSA0PM061;AM;AMMNS0TC004;AM;8793.54;2016-01-01;operação;ativado
DFAC000017;MINISTÉRIO DA DEFESA;MIN. DEFESA CTI - BSA;;AC;50;50;0820/2013/4400/4600;2013-12-24;Contrato;2014-02-07;;;DFBSA0PP004;DF;DFBSA0PM028;DF;9827.03;2016-01-01;operação;ativado
DFAC000026;MINISTÉRIO DA DEFESA;MIN. DEFESA CPD - BSA;;AC;40;40;01123/2014/DC/4600;2014-06-25;Contrato;2014-07-11;;;DFBSA0PM028;DF;DFBSA0PM028;DF;9057.16;2016-01-01;operação;upgrade
DFL2000006;MINISTÉRIO DA DEFESA;MIN. DEFESA - SDR;;L2;10;10;0267/2013/4400/4600;2013-05-13;Contrato;2013-06-12;;;DFBSA0PM061;DF;BASDR0PM012;BA;7965.47;2016-01-01;operação;ativado
DFL2000007;MINISTÉRIO DA DEFESA;MIN. DEFESA - BHE;;L2;10;10;0268/2013/4400/4600;2013-05-13;Contrato;2013-06-12;;;DFBSA0PM061;DF;MGBHE0PM004;MG;6378.22;2016-01-01;operação;ativado
DFL2000008;MINISTÉRIO DA DEFESA;MIN. DEFESA - FLA;;L2;10;10;0271/2013/4400/4600;2013-05-13;Contrato;2013-06-12;;;DFBSA0PM061;DF;CEFLA0PM006;CE;7965.47;2016-01-01;operação;ativado
DFL2000009;MINISTÉRIO DA DEFESA;MIN. DEFESA - RCE;;L2;10;10;0269/2013/4400/4600;2013-05-13;Contrato;2013-06-12;;;DFBSA0PM061;DF;PERCE0PP001;PE;8002.78;2016-01-01;operação;ativado
DFL2000010;MINISTÉRIO DA DEFESA;MIN. DEFESA - ESP. BLOCO Q;;L2;0;0;Circuito temporÃ¡rio para;2013-05-13;Contrato;2013-05-23;;;DFBSA0PM043;DF;DFBSA0PM043;DF;4272.62;2016-01-01;desativado;desativado
DFL2000021;MINISTÉRIO DA DEFESA;MIN. DEFESA - MRE;;L2;0;0;;2013-09-16;Contrato;2014-02-05;;;DFBSA0PM028;DF;;;0.00;2016-01-01;desativado;desativado
MTL2000003;MINISTÉRIO DA DEFESA;MIN. DEFESA - BSA-CBA;;L2;10;0;0828/2013/4400/4600;2013-12-26;Contrato;2014-06-03;;;DFBSA0PM061;MT;MTCBA0TC002;MT;0.00;2016-01-01;desativado;desativado
PRL2000006;MINISTÉRIO DA DEFESA;MIN. DEFESA - BSA-CTA;;L2;5;5;834/2014/4400/4600;2014-01-02;Contrato;2014-06-01;;;DFBSA0PM061;PR;PRCTA0PP002;PR;8793.54;2016-01-01;operação;downgrade
RJL2000005;MINISTÉRIO DA DEFESA;MIN. DEFESA - BSA-RJO;;L2;10;10;0829/2013/4400/4600;2013-12-26;Contrato;2014-04-04;;;DFBSA0PM061;RJ;RJRJO0PM002;RJ;8725.89;2016-01-01;operação;mudança de endereço
RJL2000014;MINISTÉRIO DA DEFESA;MIN. DEFESA CECAFA - RJO;;L2;20;20;01127/2014/DC/4600;2014-07-01;Contrato;2014-10-31;;;DFBSA0PM028;RJ;RJRJO0PM012;RJ;13926.80;2016-01-01;operação;alteração de acesso
RNL2000009;MINISTÉRIO DA DEFESA;MIN. DEFESA - NTL-BSA;;L2;10;10;0803/2013/4400/4600;2013-11-10;Contrato;2014-02-21;;;DFBSA0PM061;RN;RNNTL0PP001;RN;8152.51;2016-01-01;instalação;pend. implantação
RSL2000004;MINISTÉRIO DA DEFESA;MIN. DEFESA - BSA-PAE;;L2;5;5;0830/2013/4400/4600;2013-12-26;Contrato;2014-04-23;;;DFBSA0PM061;RS;RSPAE0PM002;RS;8793.54;2016-01-01;operação;downgrade
SPL2000003;MINISTÉRIO DA DEFESA;MIN. DEFESA - BSA-SPO;;L2;10;10;0831/2013/4400/4600;2013-12-26;Contrato;2014-08-18;;;DFBSA0PM061;SP;SPBRE0PM002;SP;8793.54;2016-01-01;operação;ativado
ACL3000001;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - CIOSP;Governo;L3;40;0;0014/2015/DC/4600;2015-06-09;Oportunidade;2016-01-01;;;ACRBO0PP001;AC;;;31493.20;2015-09-07;cancelado;cancelado
AML3000002;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - POLICIA CIVIL;Governo;L3;40;0;0006/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;AMMNS0TC003;AM;;;31493.20;2015-10-06;cancelado;cancelado
DFAC000029;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - INTERNET SEDE;Governo;AC;300;0;0020/2015/DC/4600;2015-06-10;Oportunidade;2016-01-01;;;DFBSA0PM012;DF;;;92346.00;2015-09-28;cancelado;cancelado
DFAC000031;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - INTERNET SESGE;Governo;AC;300;0;0022/2015/DC/4600;2015-06-10;Oportunidade;2016-01-01;;;DFBSA0PP001;DF;;;92346.00;2015-09-28;cancelado;cancelado
DFL3000003;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - CITEX;Governo;L3;10;0;0002/2015/DC/4600;2015-06-10;Oportunidade;2016-01-01;;;DFBSA0PP001;DF;;;11356.33;2015-09-23;cancelado;cancelado
DFL3000004;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - FUNAI;Governo;L3;20;0;0004/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;19569.00;2015-10-01;cancelado;cancelado
DFL3000005;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SAM;Governo;L3;40;0;0007/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;DFBSA0PM019;DF;;;3149.32;2015-09-27;cancelado;cancelado
DFL3000006;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SEDE;Governo;L3;160;0;0009/2015/DC/4600;2015-06-10;Oportunidade;2016-01-01;;;DFBSA0PM012;DF;;;91657.60;2015-09-28;cancelado;cancelado
DFL3000007;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - MJ_SIG;Governo;L3;10;0;0010/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;DFBSA0PM019;DF;;;11356.33;2015-10-03;cancelado;cancelado
DFL3000008;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SEDH_SCS;Governo;L3;32;0;0011/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;DFBSA0PM012;DF;;;25426.11;2015-09-27;cancelado;cancelado
DFL3000009;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SEDH_NÚCLEO BANDEIRANTES;Governo;L3;20;0;0019/2015/DC/4600;2015-06-09;Oportunidade;2016-01-01;;;DFBSA0PP001;DF;;;19569.00;2015-09-07;cancelado;cancelado
DFL3000011;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SESGE;Governo;L3;160;0;0021/2015/DC/4600;2015-06-10;Oportunidade;2016-01-01;;;DFBSA0PP001;DF;;;91657.60;2015-09-30;cancelado;cancelado
GOL3000002;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SSP;Governo;L3;40;0;0016/2015/DC/4600;2015-06-09;Oportunidade;2016-01-01;;;GOGNA0TR001;GO;;;31493.20;2015-09-07;cancelado;cancelado
MAL3000001;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SSP;Governo;L3;40;0;0008/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;MASLS0PP001;MA;;;31493.20;2015-10-09;cancelado;cancelado
MTL3000002;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - CICC;Governo;L3;40;0;0013/2015/DC/4600;2015-06-09;Oportunidade;2016-01-01;;;MTCBA0PP001;MT;;;31493.20;2015-09-07;cancelado;cancelado
PBL3000001;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SSP;Governo;L3;40;0;0017/2015/DC/4600;2015-06-09;Oportunidade;2016-01-01;;;PBJPA0PP001;PB;;;31493.20;2015-09-07;cancelado;cancelado
PEL3000002;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - DETRAN;Governo;L3;40;0;0005/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;PERCE0PM006;PE;;;31493.20;2015-10-02;cancelado;cancelado
RJL3000003;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - ARQUIVO NACIONAL;Governo;L3;10;0;0001/2015/DC/4600;2015-06-10;Oportunidade;2016-01-01;;;;RJ;;;11356.33;2015-10-01;cancelado;cancelado
RJL3000004;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - DETRAN;Governo;L3;10;0;0003/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;RJRJO0PM012;RJ;;;31493.20;2015-09-27;cancelado;cancelado
RJL3000005;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - ED.CEF-SESGE;Governo;L3;10;0;0012/2015/DC/4600;2015-06-08;Oportunidade;2016-01-01;;;RJRJO0PM012;RJ;;;11356.33;2015-10-01;cancelado;cancelado
RJL3000006;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SESGE;Governo;L3;160;0;0023/2015/DC/4600;2015-06-10;Oportunidade;2016-01-01;;;RJRJO0PM012;RJ;;;91657.60;2015-10-02;cancelado;cancelado
ROL3000001;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - DIT;Governo;L3;40;0;0015/2015/DC/4600;2015-06-09;Oportunidade;2016-01-01;;;ROPVO0PM002;RO;;;31493.20;2015-09-07;cancelado;cancelado
TOL3000001;MINISTÉRIO DA JUSTIÇA;MIN. JUSTIÇA - SSP;Governo;L3;40;0;0018/2015/DC/4600;2015-06-09;Oportunidade;2016-01-01;;;TOPMJ0TR001;TO;;;31493.20;2015-09-07;cancelado;cancelado
DFAC000032;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - GRÁFICA;;AC;50;0;0024/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PP001;DF;;;12284.33;2015-11-02;cancelado;cancelado
DFAC000033;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - CAD;;AC;100;0;0025/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;17131.53;2015-10-19;cancelado;cancelado
DFAC000034;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - UNIDADE VII;;AC;50;0;0026/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PP001;DF;;;12284.33;2015-11-02;cancelado;cancelado
DFAC000035;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - SEDE;;AC;500;0;0027/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PM012;DF;;;45299.71;2015-10-20;cancelado;cancelado
DFAC000036;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - OUVIDORIA;;AC;100;0;0028/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PM007;DF;;;17131.53;2015-10-19;cancelado;cancelado
DFAC000037;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - SECRETARIA VIGILÂNCIA;;AC;100;0;0029/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;17131.53;2015-11-02;cancelado;cancelado
DFL3000012;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - GRÁFICA;;L3;10;0;0030/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PP001;DF;;;7683.26;2015-11-02;cancelado;cancelado
DFL3000013;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - CAD;;L3;20;0;0031/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;8216.26;2015-10-19;cancelado;cancelado
DFL3000014;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - UNIDADE VII;;L3;10;0;0032/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PP001;DF;;;7683.26;2015-11-02;cancelado;cancelado
DFL3000015;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - SEDE;;L3;500;0;0033/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PM012;DF;;;48780.00;2015-10-20;cancelado;cancelado
DFL3000016;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - OUVIDORIA;;L3;20;0;0034/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PM007;DF;;;8216.26;2015-10-20;cancelado;cancelado
DFL3000017;MINISTÉRIO DA SAÚDE;MIN. SAÚDE - SECRETARIA VIGILÂNCIA;;L3;20;0;0035/2015/DC/4600;2015-06-19;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;8216.26;2015-10-21;cancelado;cancelado
DFAC000055;MINISTÉRIO DAS CIDADES;MINISTÉRIO DAS CIDADES;;AC;200;200;0114/2016/DC/4600;2016-02-05;Contrato;2016-05-12;;;;DF;;;18979.87;2016-05-31;operação;ativado
DFAC000025;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM;;AC;150;150;01119/2014/DC/4600;2014-06-16;Contrato;2014-06-23;;;DFBSA0PM012;DF;DFBSA0PM012;DF;16797.19;2016-01-01;operação;mudança de configuração
DFL3000002;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - BSA;;L3;210;70;01753/2015/DC/4600;2015-06-25;Contrato;2015-11-06;;;DFBSA0PM012;DF;;;19599.19;2015-10-08;operação;mudança de configuração
GOL3000001;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - GNA;;L3;10;10;01751/2015/DC/4600;2015-06-25;Contrato;2015-11-27;;;GOGNA0TR001;GO;;;9164.83;2015-10-08;operação;downgrade
MGL3000001;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - BHE;;L3;10;10;01752/2015/DC/4600;2015-06-25;Contrato;2015-11-26;;;MGBHE0PM002;MG;;;9164.83;2015-10-08;operação;mudança de configuração
MGL3000002;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - BHE 2;;L3;30;0;01670-2015/DC/4600;2015-05-04;Oportunidade;2016-01-01;;;;MG;;;0.00;2016-01-01;cancelado;cancelado
MTL3000001;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - VAZ;;L3;10;10;01748/2015/DC/4600;2015-06-25;Contrato;2016-01-20;;;MTVAZ0TC002;MT;;;9164.83;2015-10-08;operação;ativado
RJL3000002;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - RJO;;L3;10;10;01749/2015/DC/4600;2015-06-25;Contrato;2015-12-02;;;RJRJO0PM012;RJ;;;19335.68;2015-10-08;operação;downgrade
RSL3000001;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - PAE;;L3;10;10;01747/2015/DC/4600;2015-06-25;Contrato;2015-12-03;;;RSPAE0PM002;RS;;;9164.83;2015-10-08;operação;downgrade
SCL3000001;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - FNS;;L3;10;10;01750/2015/DC/4600;2015-06-25;Contrato;2015-12-30;;;SCFNS0PP001;SC;;;9164.83;2016-01-01;operação;downgrade
SPL3000003;MINISTÉRIO DAS COMUNICAÇÕES;MINICOM - SPO;;L3;10;10;01746/2015/DC/4600;2015-06-25;Contrato;2016-01-05;;;SPBRE0PM002;SP;;;9164.83;2015-10-08;operação;downgrade
DFAC000061;MINISTERIO DE MINAS E ENERGIA;MIN. MINAS E ENERGIA;;AC;100;0;0221/2016/DC/4600;2016-03-29;Contrato;2016-01-01;;;;DF;;;11566.02;2016-05-30;instalação;pend. implantação
DFAC000065;MINISTÉRIO DO MEIO AMBIENTE - MMA;MINISTÉRIO DO MEIO AMBIENTE;N/A;AC;100;0;0431/2016/4600;2016-05-25;Contrato;2016-01-01;07/2016/MMA;;;DF;;;11891.81;2016-08-24;instalação;pend. implantação
DFAC000059;MINISTERIO DO TRABALHO E EMPREGO - MTE;MTE - BRASÍLIA;;AC;200;200;0216/2016/DC/4600;2016-03-23;Contrato;2016-03-31;;;;DF;;;18979.87;2016-01-01;operação;mudança de configuração
DFL3000018;MINISTERIO DO TRABALHO E EMPREGO - MTE;MTE - BRASÍLIA;;L3;200;0;0038/2015/DC/4600;2015-06-24;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;29169.24;2015-08-17;cancelado;cancelado
MGL3000003;MINISTERIO DO TRABALHO E EMPREGO - MTE;MTE - BELO HORIZONTE;;L3;60;0;0036/2015/DC/4600;2015-06-24;Oportunidade;2016-01-01;;;MGBHE0PM004;MG;;;10781.99;2015-08-17;cancelado;cancelado
MGL3000004;MINISTERIO DO TRABALHO E EMPREGO - MTE;MTE - DIVINOPOLIS;;L3;10;0;0039/2015/DC/4600;2015-06-24;Oportunidade;2016-01-01;;;MGDVL0TR001;MG;;;4360.96;2015-08-17;cancelado;cancelado
MGL3000005;MINISTERIO DO TRABALHO E EMPREGO - MTE;MTE - POÇOS DE CALDAS;;L3;10;0;0040/2015/DC/4600;2015-06-24;Oportunidade;2016-01-01;;;MGPCS0TR001;MG;;;4360.96;2015-08-17;cancelado;cancelado
MGL3000006;MINISTERIO DO TRABALHO E EMPREGO - MTE;MTE - BARREIRO;;L3;10;0;0037/2015/DC/4600;2015-06-24;Oportunidade;2016-01-01;;;MGBHE0PP001;MG;;;4360.96;2015-08-17;cancelado;cancelado
MGL3000007;MINISTERIO DO TRABALHO E EMPREGO - MTE;MTE - BELO HORIZONTE 2;;L3;40;0;083/2015/DC/4600;2015-08-19;Oportunidade;2016-01-01;;;;MG;;;9039.62;2015-10-20;cancelado;cancelado
DFAC000004;MINISTÉRIO DO TURISMO;MIN. TURISMO;;AC;0;0;;2016-01-01;Contrato;2012-09-05;;;DFBSA0PM007;DF;DFBSA0PM007;DF;0.00;2016-01-01;desativado;desativado
DFAC000005;MINISTÉRIO DO TURISMO;MTUR_EMBRATUR;;AC;0;0;;2016-01-01;Contrato;2012-09-18;;;DFBSA0PM007;DF;DFBSA0PM007;DF;0.00;2016-01-01;desativado;desativado
DFAC000046;MINISTÉRIO DOS ESPORTES;MIN. ESPORTES IP;;AC;600;200;01900/2015/DC/4600;2015-09-22;Contrato;2015-11-05;;;DFBSA0PP004;DF;;;51450.74;2015-10-16;operação;alteração de acesso
DFL2000035;MINISTÉRIO DOS ESPORTES;MIN. ESPORTES - SIG-SEDE;;L2;200;100;01901/2015/Dc/4600;2015-09-22;Contrato;2015-11-05;;;DFBSA0PP004;DF;DFBSA0PP004;DF;48028.67;2015-10-16;operação;alteração de acesso
ALAC000001;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT19;N/A;AC;10;10;2068/2015/DC/4600;2015-12-23;Contrato;2016-05-19;;;ALMCO0TR002;AL;;;0.00;2016-02-18;operação;ativado
AMAC000002;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT11;N/A;AC;10;0;2076/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;AMMNS0PM007;AM;;;0.00;2016-02-18;instalação;em ativação
BAAC000006;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT05;N/A;AC;20;10;2082/2015/DC/4600;2015-12-23;Contrato;2016-05-12;;;BASDR0PP002;BA;BASDR0TC011;BA;0.00;2016-02-18;operação;ativado
CEAC000001;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT07;N/A;AC;10;10;2080/2015/DC/4600;2015-12-23;Contrato;2016-06-06;;;CEFLA0PP001;CE;;;0.00;2016-02-18;operação;ativado
DFAC000049;MINISTÉRIO PÚBLICO DO TRABALHO;MPT;N/A;AC;10;0;097/2015/DC/4600;2015-11-10;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;0.00;2016-01-26;cancelado;cancelado
DFAC000050;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT10;N/A;AC;10;10;2077/2015/DC/4600;2015-12-23;Contrato;2016-05-06;;;DFBSA0PM007;DF;DFBSA0PM012;DF;0.00;2016-02-18;operação;ativado
DFAC000051;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PGT;N/A;AC;50;50;2087/2015/DC/4600;2015-12-23;Contrato;2016-04-04;;;DFBSA0PM012;DF;;;0.00;2016-02-18;operação;ativado
ESAC000005;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT17;N/A;AC;10;10;2070/2015/DC/4600;2015-12-23;Contrato;2016-05-11;;;ESSEA0PP002;ES;ESVTA0TC005;ES;0.00;2016-02-18;operação;ativado
GOAC000001;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT18;N/A;AC;10;10;2069/2015/DC/4600;2015-12-23;Contrato;2016-05-11;;;GOGNA0TR001;GO;GOGNA0TC015;GO;0.00;2016-02-18;operação;ativado
MAAC000004;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT16;N/A;AC;10;0;2071/2015/DC/4600;2015-12-23;Contrato;2016-01-01;;;MASLS0PP001;MA;;;0.00;2016-02-18;instalação;agendado
MGAC000007;MINISTÉRIO PÚBLICO DO TRABALHO;MPT - PRT03;N/A;AC;20;10;2084/2015/DC/4600;2015-12-23;Contrato;2016-05-18;;;MGBHE0PM004;MG;;;0.00;2016-02-18;operação;ativado
